conduit_id,from_node,to_node,slope_ft_per_ft,status,fallback_used,original_match,final_match,notes
IN_116_2__TO__J_99,IN_116_2,J_99,0.001000,ok,false,crown,crown,validated non-negative
IN_116_4__TO__J_99,IN_116_4,J_99,0.001000,ok,false,crown,crown,validated non-negative
IN_116_1__TO__J_98,IN_116_1,J_98,0.001000,ok,false,crown,crown,validated non-negative
J_97_1__TO__J_98,J_97_1,J_98,0.001000,ok,false,crown,crown,validated non-negative
IN_116_01__TO__J_97_1,IN_116_01,J_97_1,0.001000,ok,false,crown,crown,validated non-negative
IN_116_02__TO__J_97_1,IN_116_02,J_97_1,0.001000,ok,false,crown,crown,validated non-negative
J_96_1__TO__J_97,J_96_1,J_97,0.001000,ok,false,crown,crown,validated non-negative
IN_114__TO__J_96,IN_114,J_96,0.001000,ok,false,crown,crown,validated non-negative
IN_115__TO__J_96,IN_115,J_96,0.001000,ok,false,crown,crown,validated non-negative
J_95__TO__J_95_4,J_95,J_95_4,0.001000,ok,false,crown,crown,validated non-negative
J_95_3__TO__J_95_4,J_95_3,J_95_4,0.001000,ok,false,crown,crown,validated non-negative
J_95_2__TO__J_95_3,J_95_2,J_95_3,0.001000,ok,false,crown,crown,validated non-negative
J_95_15__TO__J_95_2,J_95_15,J_95_2,0.001000,ok,false,crown,crown,validated non-negative
IN_113__TO__J_95_2,IN_113,J_95_2,0.001000,ok,false,crown,crown,validated non-negative
IN_112_1__TO__J_95_15,IN_112_1,J_95_15,0.001000,ok,false,crown,crown,validated non-negative
IN_112__TO__J_95_1,IN_112,J_95_1,0.001000,ok,false,crown,crown,validated non-negative
J_89__TO__J_95,J_89,J_95,0.001000,ok,false,crown,crown,validated non-negative
J_94_4__TO__J_95,J_94_4,J_95,0.001000,ok,false,crown,crown,validated non-negative
J_94_1__TO__J_94_4,J_94_1,J_94_4,0.001000,ok,false,crown,crown,validated non-negative
J_94_2__TO__J_94_4,J_94_2,J_94_4,0.001000,ok,false,crown,crown,validated non-negative
J_93__TO__J_94,J_93,J_94,0.001000,ok,false,crown,crown,validated non-negative
IN_109__TO__J_94,IN_109,J_94,0.001000,ok,false,crown,crown,validated non-negative
IN_107__TO__J_93,IN_107,J_93,0.001000,ok,false,crown,crown,validated non-negative
IN_108__TO__J_93,IN_108,J_93,0.001000,ok,false,crown,crown,validated non-negative
J_90_1__TO__J_92,J_90_1,J_92,0.001000,ok,false,crown,crown,validated non-negative
J_91__TO__J_92,J_91,J_92,0.001000,ok,false,crown,crown,validated non-negative
IN_106__TO__J_91,IN_106,J_91,0.001000,ok,false,crown,crown,validated non-negative
IN_105__TO__J_90_1,IN_105,J_90_1,0.001000,ok,false,crown,crown,validated non-negative
IN_103__TO__J_90,IN_103,J_90,0.001000,ok,false,crown,crown,validated non-negative
IN_104__TO__J_90,IN_104,J_90,0.001000,ok,false,crown,crown,validated non-negative
IN_102__TO__J_89,IN_102,J_89,0.001000,ok,false,crown,crown,validated non-negative
J_88__TO__J_88_1,J_88,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
J_83_1__TO__J_88_1,J_83_1,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
IN_101__TO__J_88_1,IN_101,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
IN_100_1__TO__J_88_1,IN_100_1,J_88_1,0.001000,ok,false,crown,crown,validated non-negative
J_85__TO__J_87,J_85,J_87,0.001000,ok,false,crown,crown,validated non-negative
IN_99__TO__J_86,IN_99,J_86,0.001000,ok,false,crown,crown,validated non-negative
IN_98__TO__J_86,IN_98,J_86,0.001000,ok,false,crown,crown,validated non-negative
J_84_1__TO__J_85,J_84_1,J_85,0.001000,ok,false,crown,crown,validated non-negative
IN_97__TO__J_85,IN_97,J_85,0.001000,ok,false,crown,crown,validated non-negative
IN_96__TO__J_84_1,IN_96,J_84_1,0.001000,ok,false,crown,crown,validated non-negative
IN_95__TO__J_84,IN_95,J_84,0.001000,ok,false,crown,crown,validated non-negative
IN_94__TO__J_83_1,IN_94,J_83_1,0.001000,ok,false,crown,crown,validated non-negative
IN_93__TO__J_83,IN_93,J_83,0.001000,ok,false,crown,crown,validated non-negative
IN_92__TO__J_83,IN_92,J_83,0.001000,ok,false,crown,crown,validated non-negative
IN_90__TO__J_82,IN_90,J_82,0.001000,ok,false,crown,crown,validated non-negative
IN_91__TO__J_82,IN_91,J_82,0.001000,ok,false,crown,crown,validated non-negative
IN_89__TO__J_81_1,IN_89,J_81_1,0.001000,ok,false,crown,crown,validated non-negative
IN_87__TO__J_81,IN_87,J_81,0.001000,ok,false,crown,crown,validated non-negative
IN_88__TO__J_81,IN_88,J_81,0.001000,ok,false,crown,crown,validated non-negative
J_79__TO__J_80,J_79,J_80,0.001000,ok,false,crown,crown,validated non-negative
IN_86__TO__J_79,IN_86,J_79,0.001000,ok,false,crown,crown,validated non-negative
IN_85__TO__J_79,IN_85,J_79,0.001000,ok,false,crown,crown,validated non-negative
IN_84__TO__J_78_1,IN_84,J_78_1,0.001000,ok,false,crown,crown,validated non-negative
IN_83__TO__J_78,IN_83,J_78,0.001000,ok,false,crown,crown,validated non-negative
IN_161__TO__J_134_1,IN_161,J_134_1,0.001000,ok,false,crown,crown,validated non-negative
IN_163__TO__J_135,IN_163,J_135,0.001000,ok,false,crown,crown,validated non-negative
IN_192__TO__J_156,IN_192,J_156,0.001000,ok,false,crown,crown,validated non-negative
IN_193__TO__J_156,IN_193,J_156,0.001000,ok,false,crown,crown,validated non-negative
J_155__TO__J_156,J_155,J_156,0.001000,ok,false,crown,crown,validated non-negative
IN_191__TO__J_155,IN_191,J_155,0.001000,ok,false,crown,crown,validated non-negative
J_154__TO__J_155,J_154,J_155,0.001000,ok,false,crown,crown,validated non-negative
J_153_1__TO__J_154,J_153_1,J_154,0.001000,ok,false,crown,crown,validated non-negative
IN_189__TO__J_154,IN_189,J_154,0.001000,ok,false,crown,crown,validated non-negative
IN_190__TO__J_154,IN_190,J_154,0.001000,ok,false,crown,crown,validated non-negative
J_145__TO__J_153_1,J_145,J_153_1,0.001000,ok,false,crown,crown,validated non-negative
J_151__TO__J_153_1,J_151,J_153_1,0.001000,ok,false,crown,crown,validated non-negative
J_153__TO__J_153_1,J_153,J_153_1,0.001000,ok,false,crown,crown,validated non-negative
J_152__TO__J_153,J_152,J_153,0.001000,ok,false,crown,crown,validated non-negative
IN_188__TO__J_153,IN_188,J_153,0.001000,ok,false,crown,crown,validated non-negative
IN_185__TO__J_152,IN_185,J_152,0.001000,ok,false,crown,crown,validated non-negative
IN_186__TO__J_152,IN_186,J_152,0.001000,ok,false,crown,crown,validated non-negative
IN_187__TO__J_152,IN_187,J_152,0.001000,ok,false,crown,crown,validated non-negative
J_150__TO__J_151,J_150,J_151,0.001000,ok,false,crown,crown,validated non-negative
IN_183__TO__J_151,IN_183,J_151,0.001000,ok,false,crown,crown,validated non-negative
IN_184__TO__J_151,IN_184,J_151,0.001000,ok,false,crown,crown,validated non-negative
IN_182__TO__J_150,IN_182,J_150,0.001000,ok,false,crown,crown,validated non-negative
J_149__TO__J_150,J_149,J_150,0.001000,ok,false,crown,crown,validated non-negative
IN_181__TO__J_149,IN_181,J_149,0.001000,ok,false,crown,crown,validated non-negative
J_147__TO__J_149,J_147,J_149,0.001000,ok,false,crown,crown,validated non-negative
J_148__TO__J_149,J_148,J_149,0.001000,ok,false,crown,crown,validated non-negative
IN_180__TO__J_148,IN_180,J_148,0.001000,ok,false,crown,crown,validated non-negative
IN_179__TO__J_147,IN_179,J_147,0.001000,ok,false,crown,crown,validated non-negative
J_146__TO__J_147,J_146,J_147,0.001000,ok,false,crown,crown,validated non-negative
IN_178__TO__J_146,IN_178,J_146,0.001000,ok,false,crown,crown,validated non-negative
J_144__TO__J_145,J_144,J_145,0.001000,ok,false,crown,crown,validated non-negative
J_143__TO__J_145,J_143,J_145,0.001000,ok,false,crown,crown,validated non-negative
IN_177__TO__J_145,IN_177,J_145,0.001000,ok,false,crown,crown,validated non-negative
IN_175__TO__J_144,IN_175,J_144,0.001000,ok,false,crown,crown,validated non-negative
IN_176__TO__J_144,IN_176,J_144,0.001000,ok,false,crown,crown,validated non-negative
J_142__TO__J_143,J_142,J_143,0.001000,ok,false,crown,crown,validated non-negative
J_141__TO__J_143,J_141,J_143,0.001000,ok,false,crown,crown,validated non-negative
IN_174__TO__J_142,IN_174,J_142,0.001000,ok,false,crown,crown,validated non-negative
IN_173__TO__J_141,IN_173,J_141,0.001000,ok,false,crown,crown,validated non-negative
IN_172__TO__J_141,IN_172,J_141,0.001000,ok,false,crown,crown,validated non-negative
J_140__TO__J_141,J_140,J_141,0.001000,ok,false,crown,crown,validated non-negative
J_138__TO__J_141,J_138,J_141,0.001000,ok,false,crown,crown,validated non-negative
IN_171__TO__J_140,IN_171,J_140,0.001000,ok,false,crown,crown,validated non-negative
J_139__TO__J_140,J_139,J_140,0.001000,ok,false,crown,crown,validated non-negative
IN_169__TO__J_139,IN_169,J_139,0.001000,ok,false,crown,crown,validated non-negative
IN_170__TO__J_139,IN_170,J_139,0.001000,ok,false,crown,crown,validated non-negative
IN_168__TO__J_138,IN_168,J_138,0.001000,ok,false,crown,crown,validated non-negative
IN_167__TO__J_138,IN_167,J_138,0.001000,ok,false,crown,crown,validated non-negative
J_137_2__TO__J_138,J_137_2,J_138,0.001000,ok,false,crown,crown,validated non-negative
J_136_9__TO__J_137_2,J_136_9,J_137_2,0.001000,ok,false,crown,crown,validated non-negative
J_137_1__TO__J_137_2,J_137_1,J_137_2,0.001000,ok,false,crown,crown,validated non-negative
J_137__TO__J_137_1,J_137,J_137_1,0.001000,ok,false,crown,crown,validated non-negative
IN_166_2__TO__J_137_1,IN_166_2,J_137_1,0.001000,ok,false,crown,crown,validated non-negative
IN_166_1__TO__J_137,IN_166_1,J_137,0.001000,ok,false,crown,crown,validated non-negative
IN_166__TO__J_137,IN_166,J_137,0.001000,ok,false,crown,crown,validated non-negative
J_136_8__TO__J_136_9,J_136_8,J_136_9,0.001000,ok,false,crown,crown,validated non-negative
J_136_7__TO__J_136_9,J_136_7,J_136_9,0.001000,ok,false,crown,crown,validated non-negative
IN_165_9__TO__J_136_8,IN_165_9,J_136_8,0.001000,ok,false,crown,crown,validated non-negative
IN_165_8__TO__J_136_8,IN_165_8,J_136_8,0.001000,ok,false,crown,crown,validated non-negative
J_136_6__TO__J_136_7,J_136_6,J_136_7,0.001000,ok,false,crown,crown,validated non-negative
IN_165_6__TO__J_136_7,IN_165_6,J_136_7,0.001000,ok,false,crown,crown,validated non-negative
IN_165_7__TO__J_136_7,IN_165_7,J_136_7,0.001000,ok,false,crown,crown,validated non-negative
J_136__TO__J_136_6,J_136,J_136_6,0.001000,ok,false,crown,crown,validated non-negative
J_136_5__TO__J_136_6,J_136_5,J_136_6,0.001000,ok,false,crown,crown,validated non-negative
IN_165_5__TO__J_136_5,IN_165_5,J_136_5,0.001000,ok,false,crown,crown,validated non-negative
J_136_4__TO__J_136_5,J_136_4,J_136_5,0.001000,ok,false,crown,crown,validated non-negative
J_136_3__TO__J_136_4,J_136_3,J_136_4,0.001000,ok,false,crown,crown,validated non-negative
IN_165_4__TO__J_136_4,IN_165_4,J_136_4,0.001000,ok,false,crown,crown,validated non-negative
J_136_2__TO__J_136_3,J_136_2,J_136_3,0.001000,ok,false,crown,crown,validated non-negative
IN_165_3__TO__J_136_3,IN_165_3,J_136_3,0.001000,ok,false,crown,crown,validated non-negative
J_136_1__TO__J_136_2,J_136_1,J_136_2,0.001000,ok,false,crown,crown,validated non-negative
IN_165_2__TO__J_136_2,IN_165_2,J_136_2,0.001000,ok,false,crown,crown,validated non-negative
IN_165_1__TO__J_136_1,IN_165_1,J_136_1,0.001000,ok,false,crown,crown,validated non-negative
IN_165__TO__J_136,IN_165,J_136,0.001000,ok,false,crown,crown,validated non-negative
IN_164__TO__J_136,IN_164,J_136,0.001000,ok,false,crown,crown,validated non-negative
IN_192__TO__J_156,IN_192,J_156,0.001000,ok,false,crown,crown,validated non-negative
IN_193__TO__J_156,IN_193,J_156,0.001000,ok,false,crown,crown,validated non-negative
IN_191__TO__J_155,IN_191,J_155,0.001000,ok,false,crown,crown,validated non-negative
IN_189__TO__J_154,IN_189,J_154,0.001000,ok,false,crown,crown,validated non-negative
IN_190__TO__J_154,IN_190,J_154,0.001000,ok,false,crown,crown,validated non-negative
J_145__TO__J_153_1,J_145,J_153_1,0.001000,ok,false,crown,crown,validated non-negative
J_153__TO__J_153_1,J_153,J_153_1,0.001000,ok,false,crown,crown,validated non-negative
J_152__TO__J_153,J_152,J_153,0.001000,ok,false,crown,crown,validated non-negative
IN_186__TO__J_152,IN_186,J_152,0.001000,ok,false,crown,crown,validated non-negative
IN_187__TO__J_152,IN_187,J_152,0.001000,ok,false,crown,crown,validated non-negative
IN_183__TO__J_151,IN_183,J_151,0.001000,ok,false,crown,crown,validated non-negative
IN_184__TO__J_151,IN_184,J_151,0.001000,ok,false,crown,crown,validated non-negative
IN_182__TO__J_150,IN_182,J_150,0.001000,ok,false,crown,crown,validated non-negative
J_147__TO__J_149,J_147,J_149,0.001000,ok,false,crown,crown,validated non-negative
J_148__TO__J_149,J_148,J_149,0.001000,ok,false,crown,crown,validated non-negative
IN_179__TO__J_147,IN_179,J_147,0.001000,ok,false,crown,crown,validated non-negative
J_144__TO__J_145,J_144,J_145,0.001000,ok,false,crown,crown,validated non-negative
IN_177__TO__J_145,IN_177,J_145,0.001000,ok,false,crown,crown,validated non-negative
IN_175__TO__J_144,IN_175,J_144,0.001000,ok,false,crown,crown,validated non-negative
IN_176__TO__J_144,IN_176,J_144,0.001000,ok,false,crown,crown,validated non-negative
J_142__TO__J_143,J_142,J_143,0.001000,ok,false,crown,crown,validated non-negative
IN_172__TO__J_141,IN_172,J_141,0.001000,ok,false,crown,crown,validated non-negative
J_140__TO__J_141,J_140,J_141,0.001000,ok,false,crown,crown,validated non-negative
J_138__TO__J_141,J_138,J_141,0.001000,ok,false,crown,crown,validated non-negative
IN_171__TO__J_140,IN_171,J_140,0.001000,ok,false,crown,crown,validated non-negative
IN_170__TO__J_139,IN_170,J_139,0.001000,ok,false,crown,crown,validated non-negative
IN_168__TO__J_138,IN_168,J_138,0.001000,ok,false,crown,crown,validated non-negative
IN_167__TO__J_138,IN_167,J_138,0.001000,ok,false,crown,crown,validated non-negative
J_136_9__TO__J_137_2,J_136_9,J_137_2,0.001000,ok,false,crown,crown,validated non-negative
IN_166_2__TO__J_137_1,IN_166_2,J_137_1,0.001000,ok,false,crown,crown,validated non-negative
IN_166_1__TO__J_137,IN_166_1,J_137,0.001000,ok,false,crown,crown,validated non-negative
IN_166__TO__J_137,IN_166,J_137,0.001000,ok,false,crown,crown,validated non-negative
J_136_7__TO__J_136_9,J_136_7,J_136_9,0.001000,ok,false,crown,crown,validated non-negative
IN_165_9__TO__J_136_8,IN_165_9,J_136_8,0.001000,ok,false,crown,crown,validated non-negative
IN_165_8__TO__J_136_8,IN_165_8,J_136_8,0.001000,ok,false,crown,crown,validated non-negative
IN_165_6__TO__J_136_7,IN_165_6,J_136_7,0.001000,ok,false,crown,crown,validated non-negative
IN_165_7__TO__J_136_7,IN_165_7,J_136_7,0.001000,ok,false,crown,crown,validated non-negative
J_136__TO__J_136_6,J_136,J_136_6,0.001000,ok,false,crown,crown,validated non-negative
J_136_5__TO__J_136_6,J_136_5,J_136_6,0.001000,ok,false,crown,crown,validated non-negative
IN_165_5__TO__J_136_5,IN_165_5,J_136_5,0.001000,ok,false,crown,crown,validated non-negative
J_136_4__TO__J_136_5,J_136_4,J_136_5,0.001000,ok,false,crown,crown,validated non-negative
IN_165_4__TO__J_136_4,IN_165_4,J_136_4,0.001000,ok,false,crown,crown,validated non-negative
IN_165_3__TO__J_136_3,IN_165_3,J_136_3,0.001000,ok,false,crown,crown,validated non-negative
J_136_1__TO__J_136_2,J_136_1,J_136_2,0.001000,ok,false,crown,crown,validated non-negative
IN_165_1__TO__J_136_1,IN_165_1,J_136_1,0.001000,ok,false,crown,crown,validated non-negative
IN_165__TO__J_136,IN_165,J_136,0.001000,ok,false,crown,crown,validated non-negative
IN_164__TO__J_136,IN_164,J_136,0.001000,ok,false,crown,crown,validated non-negative
